tid,amount,date,price,type
1558714,0.031410200000000006,2017-12-05 22:10:54,41690.0,ask
1558715,0.01864374,2017-12-05 22:11:01,41690.0,ask
1558716,0.0047972,2017-12-05 22:12:01,41691.0,ask
1558717,0.07,2017-12-05 22:12:54,41720.0,ask
1558718,0.25207087,2017-12-05 22:12:54,41691.2,ask
1558719,1.67792913,2017-12-05 22:12:55,41691.1004,bid
1558720,0.00117281,2017-12-05 22:14:46,41888.8,bid
1558721,0.00959302,2017-12-05 22:15:41,41696.98,ask
1558722,0.0,2017-12-05 22:16:34,41657.0016,ask
1558723,0.01196382,2017-12-05 22:17:35,41700.0,ask
1558724,0.06003909,2017-12-05 22:17:35,41658.003,ask
1558725,0.17675339,2017-12-05 22:19:00,41660.0,ask
1558726,0.04800882,2017-12-05 22:19:00,41659.006,ask
1558727,0.05857533,2017-12-05 22:19:00,41659.0046,ask
1558728,0.25868839,2017-12-05 22:19:00,41659.0,ask
1558729,0.03,2017-12-05 22:19:00,41659.0,ask
1558730,0.42797407,2017-12-05 22:19:00,41656.0,ask
1558731,0.04067969,2017-12-05 22:19:39,41789.9,bid
1558732,1.14381927,2017-12-05 22:24:00,41665.0,ask
1558733,0.0242203,2017-12-05 22:24:00,41664.0,ask
1558734,0.00239521,2017-12-05 22:26:24,41749.9996,bid
1558735,0.01,2017-12-05 22:26:26,41670.0006,ask
1558736,0.42627028,2017-12-05 22:27:22,41671.0004,ask
1558737,0.03066988,2017-12-05 22:27:22,41671.0,ask
1558738,0.044000000000000004,2017-12-05 22:27:22,41671.0,ask
1558739,0.03799615,2017-12-05 22:27:22,41670.0006,ask
1558740,0.41371136,2017-12-05 22:27:22,41670.0001,ask
1558741,0.04735233,2017-12-05 22:27:22,41670.0,ask
1558742,0.03050647,2017-12-05 22:27:22,41749.9996,bid
1558743,1.0,2017-12-05 22:28:50,41780.0,bid
1558744,0.00356819,2017-12-05 22:28:56,41674.0,ask
1558745,0.03126623,2017-12-05 22:30:22,41701.0,ask
1558746,0.03054305,2017-12-05 22:30:22,41700.0004,ask
1558747,0.05280428,2017-12-05 22:30:22,41670.0,ask
1558748,0.03975792,2017-12-05 22:31:55,41661.0,ask
1558749,0.0802796,2017-12-05 22:31:55,41650.0,ask
